customer_id,item_id,rating
6052109,4268915,4.6654997
6052109,69507754,4.6314154
6758404,76732229,3.1104424
6758404,66251373,3.086661
6758404,73238633,2.906884
6758404,71293311,2.8549483
6758404,50592901,2.844801
7027848,76732229,5.356843
7027848,66251373,5.2764034
7027848,73844240,4.974865
7027848,19395453,4.949918
7027848,50592901,4.9409037
7128774,66251373,5.2652464
7128774,76732229,5.2072983
7128774,67985251,4.902471
7128774,73844240,4.8622713
7128774,15287960,4.842878
7372021,66251373,5.3386874
7372021,76732229,5.3184233
7372021,73844240,4.9933777
7372021,73238633,4.965081
7372021,74227763,4.940071
7693051,76732229,4.0973096
7693051,66251373,3.9995933
7693051,71293311,3.8656697
7693051,19395453,3.794224
7693051,74558974,3.7774153
7713507,66251373,5.1031632
7713507,76732229,5.052823
7713507,73844240,4.830898
7713507,15287960,4.8017025
7713507,73238633,4.770254
7953002,66251373,5.3339906
7953002,76732229,5.2503495
7953002,73844240,4.91822
7953002,19395453,4.912848
7953002,71293311,4.909806
8582537,66251373,5.350749
8582537,76732229,5.191084
8582537,15287960,4.979
8582537,71293311,4.9144783
8582537,73844240,4.8645144
9897064,66251373,5.4148035
9897064,76732229,5.268403
9897064,71293311,4.972092
9897064,73844240,4.946115
9897064,69507754,4.9267917
10060771,76732229,5.4159265
10060771,66251373,5.265839
10060771,71293311,5.0685506
10060771,19395453,4.942535
10060771,73844240,4.9393806
10840840,66251373,4.2303624
10840840,76732229,4.203036
10840840,73844240,3.9319832
10840840,50592901,3.9318676
10840840,19395453,3.9221253
11531262,75666221,2.8035903
11531262,20007977,2.8033435
11531262,74945616,2.7324066
11531262,66251373,2.72542
11531262,46563491,2.701665
11551396,66251373,5.3161006
11551396,76732229,5.2534285
11551396,73238633,5.0298204
11551396,67985251,4.9456134
11551396,15623237,4.9159045
11781404,66251373,4.264864
11781404,76732229,4.218684
11781404,71293311,3.9898672
11781404,73844240,3.950907
11781404,46779514,3.9370747
11839987,76732229,5.1843224
11839987,66251373,5.0872617
11839987,73844240,4.8837767
11839987,71293311,4.8456798
11839987,67985251,4.8243413
12168269,66251373,5.0407095
12168269,76732229,4.910125
12168269,71293311,4.6947927
12168269,73238633,4.6491385
12168269,73844240,4.640395
12224929,66251373,5.3376875
12224929,76732229,5.2350197
12224929,71293311,4.9183407
12224929,19395453,4.889305
12224929,50592901,4.8768997
12544342,11331135,4.5936627
12544342,66251373,4.515244
12544342,76732229,4.3883567
12544342,51050952,4.213115
12544342,25062191,4.1362963
12616894,66251373,5.2825246
12616894,76732229,5.1694565
12616894,71293311,4.9111724
12616894,19395453,4.8362956
12616894,46779514,4.8324203
12685261,66251373,5.205919
12685261,76732229,5.053235
12685261,19395453,4.7618556
12685261,50560427,4.717523
12685261,73238633,4.7171183
12725021,66251373,5.2492886
12725021,76732229,5.242923
12725021,48520298,4.932647
12725021,74227763,4.908723
12725021,15623237,4.8855333
12739711,66251373,5.3652463
12739711,76732229,5.354674
12739711,71293311,5.062761
12739711,19395453,5.004916
12739711,73844240,4.9623437
12902300,66251373,5.267061
12902300,76732229,5.251989
12902300,73844240,4.880953
12902300,15623237,4.871545
12902300,50592901,4.8663816
13441360,66251373,4.102075
13441360,76732229,4.084653
13441360,71293311,3.918166
13441360,73238633,3.8402274
13441360,19395453,3.8265278
14099307,66251373,4.23708
14099307,76732229,4.1581364
14099307,73844240,3.898346
14099307,50560427,3.8901417
14099307,50592901,3.8829944
14237316,76732229,5.3891945
14237316,66251373,5.2970304
14237316,46779514,5.020157
14237316,73844240,5.000734
14237316,71293311,4.9596624
14265617,76732229,5.3165064
14265617,66251373,5.271008
14265617,71293311,4.95972
14265617,19395453,4.9260674
14265617,15623237,4.886232
15024997,76732229,5.032023
15024997,66251373,4.96239
15024997,65948026,4.905108
15024997,19395453,4.8165183
15024997,67991056,4.8015704
15080105,66251373,5.222963
15080105,76732229,5.0469527
15080105,73238633,4.8298497
15080105,73844240,4.810154
15080105,71293311,4.804724
16236332,66251373,5.3310795
16236332,76732229,5.273354
16236332,71293311,4.9873347
16236332,73844240,4.938634
16236332,46779514,4.921344
16328387,76732229,4.179656
16328387,66251373,4.110458
16328387,71082242,3.8899496
16328387,46779514,3.855965
16328387,15623237,3.8460908
16330000,66251373,3.09621
16330000,76732229,3.0230505
16330000,69507754,2.9100406
16330000,15287960,2.848884
16330000,73844240,2.8360481
16485175,66251373,5.4737673
16485175,76732229,5.470371
16485175,71293311,5.147376
16485175,19395453,5.0774817
16485175,74227763,5.0551147
17079070,66251373,5.4042683
17079070,76732229,5.3240924
17079070,71293311,5.0068283
17079070,19395453,4.966387
17079070,73844240,4.96318
17558965,76732229,4.2847524
17558965,66251373,4.17218
17558965,71293311,3.9954007
17558965,73844240,3.9474308
17558965,19395453,3.9389455
17745303,76732229,4.865602
17745303,66251373,4.841419
17745303,73238633,4.509459
17745303,71293311,4.4899755
17745303,19395453,4.466782
17778895,66251373,2.8731499
17778895,76732229,2.8184757
17778895,8130816,2.7896423
17778895,72323554,2.6911159
17778895,15623237,2.6829941
18465951,66251373,5.362441
18465951,76732229,5.3017135
18465951,15623237,4.9301577
18465951,71293311,4.929127
18465951,19395453,4.9287286
19685779,66251373,5.2652464
19685779,76732229,5.2072983
19685779,67985251,4.902471
19685779,73844240,4.8622713
19685779,15287960,4.842878
19824905,76732229,1.0064045
19824905,66251373,0.992478
19824905,65948026,0.9810216
19824905,19395453,0.96330386
19824905,67991056,0.96031415
19851025,66251373,3.7868419
19851025,67870963,3.732412
19851025,76732229,3.7303083
19851025,48520298,3.6169467
19851025,62749287,3.611992
19980094,66251373,5.194411
19980094,76732229,5.131587
19980094,51567611,4.8357105
19980094,73844240,4.822877
19980094,71293311,4.7937384
20451579,76732229,5.35594
20451579,66251373,5.2152257
20451579,71293311,4.9942503
20451579,73844240,4.934287
20451579,19395453,4.9236817
401360,66251373,4.2947354
401360,68495024,4.187199
401360,76732229,4.062565
401360,67985251,3.9503965
401360,51567611,3.9300354
404132,76732229,4.8494663
404132,66251373,4.8055024
404132,53245166,4.670216
404132,14790642,4.6190457
404132,73238633,4.601779
497684,66251373,1.0243979
497684,76732229,1.0230529
497684,67985251,0.96506727
497684,71082242,0.96326363
497684,46779514,0.9631822
1017581,66251373,5.3305607
1017581,76732229,5.254619
1017581,71293311,4.9414754
1017581,19395453,4.9276304
1017581,73844240,4.9065304
1101735,66251373,5.0368643
1101735,76732229,4.856206
1101735,73844240,4.6998973
1101735,414703,4.649326
1101735,15623237,4.6239076
1172558,76732229,4.2399325
1172558,66251373,4.228955
1172558,71293311,3.9375105
1172558,19395453,3.9238992
1172558,73844240,3.9178827
1399507,66251373,5.4540515
1399507,76732229,5.383127
1399507,71293311,5.0456243
1399507,73844240,5.008307
1399507,19395453,5.0015783
1513553,66251373,5.170102
1513553,76732229,5.054422
1513553,19395453,4.778971
1513553,50592901,4.7710114
1513553,50560427,4.769407
1684712,66251373,5.290989
1684712,76732229,4.9548516
1684712,71293311,4.732098
1684712,73238633,4.715635
1684712,73844240,4.6747675
1699061,66251373,5.336769
1699061,76732229,5.243331
1699061,19395453,4.8970633
1699061,73844240,4.8655176
1699061,71293311,4.864466
1717284,66251373,5.3469343
1717284,76732229,5.3115406
1717284,71293311,4.983013
1717284,19395453,4.949701
1717284,73844240,4.926496
1907656,66251373,4.9173517
1907656,76732229,4.8425136
1907656,548535,4.669763
1907656,19395453,4.6387014
1907656,50592901,4.5864882
1944976,66251373,5.0222716
1944976,76732229,4.8990207
1944976,48520298,4.6958113
1944976,1610957,4.6733136
1944976,46779514,4.657939
2126194,66251373,5.2229137
2126194,76732229,5.1237497
2126194,73844240,4.8366437
2126194,71293311,4.7984986
2126194,38606217,4.776503
5148788,66251373,4.416188
5148788,76732229,4.3148108
5148788,19395453,4.051708
5148788,73844240,4.043384
5148788,73238633,4.037603
5214106,66251373,5.362441
5214106,76732229,5.3017135
5214106,15623237,4.9301577
5214106,71293311,4.929127
5214106,19395453,4.9287286
5422722,66251373,5.368871
5422722,76732229,5.3344965
5422722,71293311,4.982793
5422722,15287960,4.9768343
5422722,73844240,4.9507637
5565909,66251373,5.1220803
5565909,76732229,5.0322304
5565909,73844240,4.767585
5565909,67985251,4.745858
5565909,73238633,4.7254186
5633390,66251373,5.39337
5633390,76732229,5.3268347
5633390,71293311,5.0005016
5633390,73844240,4.988196
5633390,19395453,4.972324
5660559,66251373,4.1358895
5660559,76732229,4.0299654
5660559,73844240,3.8442981
5660559,48520298,3.8376105
5660559,71293311,3.8282735
6220098,66251373,5.290231
6220098,76732229,5.0266542
6220098,73238633,4.8688827
6220098,69507754,4.811486
6220098,73844240,4.7709355
6604884,76732229,4.3003798
6604884,66251373,4.1500897
6604884,71293311,4.039152
6604884,74227763,3.9085293
6604884,19395453,3.9079046
7078437,66251373,4.0975914
7078437,76732229,4.0922117
7078437,67985251,3.860269
7078437,71082242,3.8530545
7078437,46779514,3.8527288
7131052,66251373,5.393596
7131052,76732229,5.3112493
7131052,19395453,4.981594
7131052,73844240,4.9613357
7131052,50592901,4.9601784
7502281,66251373,5.3711653
7502281,76732229,5.188706
7502281,15287960,4.8927727
7502281,19395453,4.872076
7502281,50592901,4.8712873
7535085,66251373,5.1428003
7535085,76732229,5.1106977
7535085,69507754,4.8728285
7535085,71293311,4.858939
7535085,73844240,4.817422
7931652,76732229,5.4502316
7931652,67985251,5.2382402
7931652,66251373,5.1969533
7931652,69507754,5.0606546
7931652,71293311,5.0449767
8102471,66251373,3.2850392
8102471,76732229,3.2603137
8102471,71293311,3.050174
8102471,73238633,3.0473304
8102471,19395453,3.040196
8186075,66251373,3.8299794
8186075,76732229,3.791502
8186075,67985251,3.601396
8186075,19395453,3.5810034
8186075,73844240,3.5658033
8192528,76732229,5.079896
8192528,66251373,4.859993
8192528,19395453,4.7746434
8192528,50592901,4.697752
8192528,71293311,4.679911
8286820,76732229,5.2975016
8286820,66251373,5.2403617
8286820,71293311,4.9278784
8286820,73238633,4.9074883
8286820,69507754,4.898047
8507093,76732229,5.239846
8507093,66251373,5.2032013
8507093,71293311,4.8809056
8507093,19395453,4.8561635
8507093,73844240,4.8552804
9032430,76732229,4.965266
9032430,73238633,4.9295216
9032430,50560427,4.919175
9032430,66251373,4.8782
9032430,23410785,4.6549363
9053418,66251373,5.290989
9053418,76732229,4.9548516
9053418,71293311,4.732098
9053418,73238633,4.715635
9053418,73844240,4.6747675
9445360,66251373,5.2667856
9445360,76732229,5.15053
9445360,71293311,4.845679
9445360,19395453,4.8369637
9445360,73844240,4.8201246
11715378,66251373,3.9883199
11715378,76732229,3.880854
11715378,71293311,3.7563632
11715378,56821778,3.7278926
11715378,15287960,3.6927826
12329518,76732229,4.5553656
12329518,66251373,4.5355277
12329518,71293311,4.2589
12329518,73844240,4.226461
12329518,19395453,4.216401
12417908,76732229,2.9618104
12417908,66251373,2.9403276
12417908,50560427,2.905725
12417908,25325318,2.8041046
12417908,73844240,2.802147
12526302,20276836,0.931993
12526302,76732229,0.9204351
12526302,66251373,0.90831256
12526302,67985251,0.8820073
12526302,73844240,0.8795296
12973993,66251373,0.95771635
12973993,76732229,0.93949187
12973993,8130816,0.9298806
12973993,72323554,0.8970388
12973993,15623237,0.8943312
13513944,66251373,5.485965
13513944,76732229,5.4446216
13513944,73844240,5.1353283
13513944,50592901,5.079912
13513944,74227763,5.0671587
13904817,66251373,5.184845
13904817,76732229,5.127361
13904817,73238633,4.83128
13904817,69507754,4.8096905
13904817,73844240,4.799863
14696100,66251373,5.3469343
14696100,76732229,5.3115406
14696100,71293311,4.983013
14696100,19395453,4.949701
14696100,73844240,4.926496
15114391,76732229,4.129211
15114391,66251373,4.1211944
15114391,15623237,3.9129848
15114391,74227763,3.8931975
15114391,50560427,3.8757439
15325400,76732229,4.221422
15325400,66251373,4.116326
15325400,15287960,4.002596
15325400,71293311,3.9524748
15325400,74227763,3.8755832
15995047,66251373,5.527965
15995047,76732229,5.396141
15995047,15287960,5.071888
15995047,19395453,5.051121
15995047,73844240,5.035666
16420852,66251373,1.9374311
16420852,76732229,1.9265288
16420852,22364222,1.858164
16420852,51050952,1.84081
16420852,58977589,1.8315657
16631328,76732229,5.2077475
16631328,66251373,5.109273
16631328,21466227,4.9600086
16631328,73844240,4.7685127
16631328,19395453,4.7623367
16656442,76732229,5.238296
16656442,66251373,5.2161856
16656442,71293311,4.882354
16656442,73844240,4.8589163
16656442,19395453,4.8523736
16772825,76732229,5.1172757
16772825,66251373,5.0165496
16772825,71293311,4.75576
16772825,19395453,4.745552
16772825,46779514,4.7241006
17021680,66251373,4.7629294
17021680,76732229,4.7582774
17021680,32829823,4.6701627
17021680,71293311,4.5547266
17021680,19395453,4.526852
17061938,66251373,5.3820686
17061938,76732229,5.276928
17061938,74227763,5.004748
17061938,73844240,4.988884
17061938,46779514,4.9796057
17495338,66251373,5.5152626
17495338,76732229,5.5024047
17495338,48520298,5.1428905
17495338,71293311,5.136663
17495338,74227763,5.1301007
17799948,76732229,4.085406
17799948,66251373,3.9353683
17799948,71293311,3.792919
17799948,15287960,3.7805214
17799948,69507754,3.7711074
17941084,66251373,5.3407598
17941084,76732229,5.0076733
17941084,73238633,4.821268
17941084,73844240,4.8000994
17941084,48520298,4.7998805
18179215,66251373,5.432062
18179215,76732229,5.3337755
18179215,71293311,5.0552263
18179215,69507754,5.046676
18179215,73844240,5.004881
18641330,76732229,5.1072445
18641330,66251373,5.0674095
18641330,50560427,4.848717
18641330,19395453,4.793795
18641330,73844240,4.7753944
19242822,76732229,5.227827
19242822,66251373,5.2253013
19242822,71293311,4.8825517
19242822,73844240,4.8751197
19242822,19395453,4.8457265
19486812,66251373,5.2338424
19486812,76732229,5.1571617
19486812,73238633,4.925336
19486812,71293311,4.8436427
19486812,19395453,4.8415356
20885115,66251373,5.246138
20885115,76732229,5.1587496
20885115,19395453,4.827171
20885115,71293311,4.8264246
20885115,73844240,4.803575
1245233,66251373,5.3019714
1245233,76732229,5.27586
1245233,71293311,4.964788
1245233,73844240,4.9300394
1245233,50592901,4.907646
2081729,76732229,4.2010775
2081729,66251373,4.1591854
2081729,71293311,3.9242399
2081729,19395453,3.8896844
2081729,73844240,3.8800266
7273501,66251373,3.1144571
7273501,76732229,3.0556698
7273501,73238633,3.0051627
7273501,50560427,2.9039698
7273501,71293311,2.901598
9792673,66251373,5.2291617
9792673,76732229,5.2162495
9792673,19395453,4.862688
9792673,71293311,4.8417606
9792673,50592901,4.8282423
9988166,76732229,5.259442
9988166,66251373,5.235206
9988166,71293311,4.9108033
9988166,73844240,4.864026
9988166,19395453,4.834826
13894966,66251373,4.2667685
13894966,76732229,4.211662
13894966,15287960,3.9529898
13894966,73844240,3.9425836
13894966,71293311,3.9326162
14651536,66251373,5.2686467
14651536,76732229,5.233348
14651536,71293311,4.9119816
14651536,19395453,4.899493
14651536,71082242,4.8756933
18346492,66251373,5.373547
18346492,76732229,5.3502073
18346492,71293311,5.054232
18346492,73844240,4.9712343
18346492,19395453,4.964428
19922616,66251373,5.2623844
19922616,76732229,5.2485313
19922616,19395453,4.975384
19922616,71293311,4.9274282
19922616,73238633,4.9194016
